market_ID,product_ID,prices,shares,x,satellite,wired,w
98,1,2.27518265380174,0.23264632894916568,0.9728581575551647,1.0,0.0,0.28491089935866837
99,1,2.6241409609488917,0.3127840899444368,0.9379871913536736,1.0,0.0,0.666523333983268
100,1,2.70401265108641,0.22415416612622333,1.6466788439456022,1.0,0.0,1.2402621766908701
101,1,3.2053970284579707,0.2741500818194974,0.3490928615968588,1.0,0.0,1.5382261891060052
102,1,2.887371007558377,0.3718360654967907,1.9564505525332279,1.0,0.0,1.131227245094465
103,1,3.3780041536392593,0.0522533326872798,0.011652780252624539,1.0,0.0,2.020458614180037
104,1,3.394961640122542,0.09989941365582596,1.089629086558054,1.0,0.0,1.3500106205434774
105,1,2.883206840557442,0.02681612175445626,0.13510231902238473,1.0,0.0,1.2299847758409002
106,1,2.8732716918374495,0.03247656037099971,0.19901231287770402,1.0,0.0,1.6099232401374228
107,1,2.2163804031362435,0.2299849453044428,0.43431121617776247,1.0,0.0,0.08384798736831411
108,1,2.842843956429256,0.24581527657490929,0.0563020356540184,1.0,0.0,0.5151948418650286
109,1,3.0045307941041584,0.057460042433656565,0.38787906199499367,1.0,0.0,1.5039595783590396
110,1,2.656213340929722,0.11189062402425538,0.3863555788919328,1.0,0.0,1.3305687214321364
111,1,2.434838342281332,0.15925027746983259,0.7782547418190867,1.0,0.0,0.12606154253154425
112,1,2.4688819581511705,0.11546215589375791,0.2570954891433218,1.0,0.0,0.24109988218888795
113,1,2.6688856560749925,0.3111304515484001,1.2868102170243443,1.0,0.0,0.42313017997284114
114,1,2.68684970379483,0.21729641635894686,0.8548443278874094,1.0,0.0,0.3085679300451977
115,1,2.9451782846541397,0.1224074450305324,1.005568723757444,1.0,0.0,1.1681243818144253
116,1,2.591843040566368,0.30599074125285813,1.005620090051402,1.0,0.0,0.4593337728704051
117,1,2.5657305513006192,0.2323005695770746,0.629813585110176,1.0,0.0,0.8337369892931397
118,1,2.204500885359888,0.07647352967117776,0.004840671527445578,1.0,0.0,0.14202024789613127
119,1,2.248548070889349,0.29569740269030975,0.39356292152713596,1.0,0.0,0.033259268123394636
120,1,2.633854940979475,0.41332197967426276,0.2968809235610403,1.0,0.0,0.13607009832014846
121,1,2.419374123873715,0.14465705147462862,0.33082842138302687,1.0,0.0,0.47541251044067795
122,1,3.497852614731281,0.0189824426693816,0.8960075606731828,1.0,0.0,2.7185772018931473
123,1,2.3198369969891703,0.08154182476929678,0.8342251328337026,1.0,0.0,0.31780368532895636
124,1,3.1282529213714434,0.046064966346484174,1.107449484804516,1.0,0.0,1.8445230524922187
125,1,2.8719599089336025,0.3498328714319846,0.12238296161571433,1.0,0.0,0.5292329713844371
126,1,2.3050047935652165,0.2480068375983422,0.816454841241257,1.0,0.0,0.0058305984431328475
127,1,2.748241029389929,0.3987197647765003,1.9196764954685634,1.0,0.0,0.4346152469105506
128,1,2.675989371681754,0.10219301398569304,0.9926164752167598,1.0,0.0,1.479073618342229
129,1,2.3313157413701724,0.2059101789159463,0.3216198081340268,1.0,0.0,0.23480799419780435
130,1,2.1709854549158885,0.18080673033769445,0.4168973897226159,1.0,0.0,0.5612083773814868
131,1,2.1012899576892416,0.030660225814513525,0.058435679497429324,1.0,0.0,0.5206627721661803
132,1,2.3922788841828972,0.15722764033568992,0.09084999933464961,1.0,0.0,0.5538404723224025
133,1,3.6424392220696538,0.39217626092466484,1.8632084946406504,1.0,0.0,1.652840954312874
134,1,2.6953672284307855,0.19376412623448974,0.6063484232050418,1.0,0.0,0.7607521072983658
135,1,2.281221371542781,0.16052639427841028,0.7247410946768288,1.0,0.0,0.2166904592626807
136,1,2.866131236556543,0.16986626963394236,1.402498140078022,1.0,0.0,0.6304191556533478
137,1,2.610561593558332,0.05966668770835502,0.31925646835258353,1.0,0.0,0.23350230581411477
138,1,2.2701839372507573,0.19897366640681685,0.568367913539058,1.0,0.0,0.6700892818754971
139,1,3.0742824412432412,0.357768728810986,1.558023747649853,1.0,0.0,1.3071413128541323
140,1,2.8215891265308772,0.04918265094963181,1.447372444541295,1.0,0.0,1.504008256604694
141,1,2.894584477074896,0.023344708534955752,0.32192671285805,1.0,0.0,0.8649536574268986
142,1,3.3968135559231847,0.07474727259243798,0.6123927949496423,1.0,0.0,2.14101483322026
143,1,2.390630422790706,0.27841337653012127,0.4811034853464857,1.0,0.0,0.3946360381815251
144,1,2.0449081254845227,0.18098332281993387,0.3909872206827091,1.0,0.0,0.07247332404337845
145,1,3.151489060966595,0.25340163967826906,1.2446293448188022,1.0,0.0,1.8828097871567109
146,1,3.0186730491486182,0.49279091120056595,0.885283460736189,1.0,0.0,0.4569906462521661
147,1,2.768648470626577,0.19977670772617254,1.1499697155546413,1.0,0.0,0.8799181979862719
148,1,2.4752400041844527,0.21714506042969117,0.8076937992040649,1.0,0.0,1.0273031518306304
149,1,2.5358983765765757,0.3069489638965947,0.03164028407318943,1.0,0.0,0.1642060999158424
150,1,2.888818232074681,0.3550494782077102,1.68873848456159,1.0,0.0,0.5147557338736386
151,1,2.507095492913333,0.18928767627140786,1.2704956965666714,1.0,0.0,0.29137366097006423
152,1,2.5743624517704986,0.059090439881345415,1.0093055093130419,1.0,0.0,1.1459320288455455
153,1,2.7762990722932277,0.27508589339503947,1.1104079421083495,1.0,0.0,0.9886324889391569
154,1,2.45916272869244,0.2002248803859346,0.49894645260944287,1.0,0.0,0.1043059069448748
155,1,2.2146546308696053,0.19340340737010592,0.38352679068716133,1.0,0.0,0.6758008098039927
156,1,2.2943392109673058,0.19776738816108064,1.6544939061148656,1.0,0.0,0.07343132004325797
157,1,3.2858670981261078,0.1885252519642241,2.2914783460841024,1.0,0.0,0.9187843964700467
158,1,2.5245207034273163,0.13468302293479664,0.27900395357147034,1.0,0.0,0.10438531152227294
159,1,2.4505317238347084,0.13746462563874906,0.5018900346114727,1.0,0.0,0.29081896606751173
160,1,2.776042967475319,0.24332953699392587,1.0838361306283317,1.0,0.0,0.1931409178965317
161,1,2.4945113911191905,0.2333953444461886,0.6057230052140641,1.0,0.0,0.5260816007780313
162,1,2.3482059244041853,0.15833102283109474,0.5421734046217516,1.0,0.0,0.6719196561214403
163,1,3.062344855040955,0.025532269348567057,0.13505015088608574,1.0,0.0,1.697433002185895
164,1,2.3718441001747843,0.2532237645368166,1.2459393119178215,1.0,0.0,0.3212221854826461
165,1,2.472700949816496,0.1304492269909512,0.598751003558885,1.0,0.0,0.18623413902067296
166,1,3.0904623650691807,0.08856158414650397,0.8980098830528217,1.0,0.0,1.0712871672858928
167,1,2.387866409639688,0.0494683656469009,0.9319259377652381,1.0,0.0,0.866148443055104
168,1,2.702089825338465,0.36334756409962393,1.0815569274522274,1.0,0.0,0.0007725318274642359
169,1,3.115294329342093,0.052425764664466,0.08850193778107879,1.0,0.0,1.5961121330162578
170,1,2.5121399727443214,0.16039728838765,0.00639255797100977,1.0,0.0,0.12780589456940517
171,1,2.1143169194050397,0.19180540935945692,1.6692394055784745,1.0,0.0,0.8739353116076778
172,1,2.659955390804587,0.2670237861625465,1.689105509066457,1.0,0.0,1.0690340924751156
173,1,2.561448048786268,0.4223789075301366,0.9274150400960687,1.0,0.0,0.28512985126766477
174,1,2.9153897698344067,0.07598065097670961,0.5570594927635989,1.0,0.0,1.2981550308008822
175,1,2.4575464053855747,0.24611600012924972,1.098669887778342,1.0,0.0,0.30407484458876005
176,1,2.614258194279789,0.3023644395456462,0.37235200245642525,1.0,0.0,0.6887240851388259
177,1,2.5310430370674935,0.23629301682730594,0.13861569079102026,1.0,0.0,0.02114138747133942
178,1,2.7824964139138437,0.3674330318834794,1.8686993126292863,1.0,0.0,1.3243692014493886
179,1,3.2689067942414707,0.07034863404246129,0.995286355126545,1.0,0.0,1.8760282204799033
180,1,2.427870405026191,0.3284164683654587,1.2237009860470092,1.0,0.0,0.3421200747695362
181,1,2.6323529021319354,0.2807979624263918,1.0455247963009686,1.0,0.0,0.2355408888483397
182,1,4.043513666936527,0.010391007515673076,1.20058399248705,1.0,0.0,2.8088851368440877
183,1,2.736429277611507,0.23188004615628918,1.3103513817697632,1.0,0.0,1.192311684410501
184,1,2.5761578341614317,0.07557692398312056,0.37075259281385203,1.0,0.0,0.8443451243472031
185,1,2.6582245079198925,0.11020081048819813,0.4840015067186134,1.0,0.0,1.5152710345338958
186,1,2.546794767669865,0.2839078776400459,1.280431254479254,1.0,0.0,1.0142001202075956
187,1,2.5167478409225312,0.3426649207603093,0.7171526469122408,1.0,0.0,0.049406653684612556
188,1,2.3687215924204015,0.25528046288026524,0.03921647417326211,1.0,0.0,0.13416036351934682
189,1,3.370303240434938,0.15326410985048192,1.4007750933504637,1.0,0.0,0.8382991764162319
190,1,2.7746799143418714,0.09864092251251275,0.35655283699692486,1.0,0.0,1.2739332253649396
191,1,2.590232946746691,0.318209693666641,1.7905651006884296,1.0,0.0,0.17273618797455847
192,1,2.2675102004111416,0.17792411956397094,0.8995946117696203,1.0,0.0,0.38087866612624305
193,1,3.1131109417213514,0.12437625330002673,0.2133967699157245,1.0,0.0,0.7929645607644658
194,1,2.546665526569888,0.07507705115712004,1.5347995191812958,1.0,0.0,0.3901276677009184
195,1,2.176565826793226,0.2952833251213995,1.180120958823934,1.0,0.0,0.02548056466915559
196,1,2.5772396676319556,0.11955430444850317,0.2550253166059666,1.0,0.0,0.012326043638234845
197,1,2.56265803440096,0.1966931785703292,0.8546833491655045,1.0,0.0,0.2879679795948134
198,1,3.372139100790791,0.09785991013909087,2.7481915634277256,1.0,0.0,1.2771161923365169
199,1,3.462426166341188,0.007480849574671809,0.22370754843643326,1.0,0.0,1.3520038084447323
200,1,2.268202108096505,0.06725829812728167,0.28476903611385196,1.0,0.0,0.5930168276372048
201,1,3.173177877139847,0.13234405744248515,1.0350604983816933,1.0,0.0,1.43756822258491
202,1,2.9330679021507966,0.17392320398576877,0.7761313480225985,1.0,0.0,1.185764772179763
203,1,2.7124169365377298,0.511409301197526,0.6489070986927838,1.0,0.0,0.31877887237860675
204,1,2.673835694727442,0.1833884237608425,2.1219024266584094,1.0,0.0,0.750560437116132
205,1,2.4020246195158386,0.2061034487332258,0.496996777116374,1.0,0.0,0.235536942047412
206,1,2.411015052838362,0.05928333457337034,0.8052175261930442,1.0,0.0,0.1511062345972278
207,1,2.323787565100647,0.04802171867083612,0.34577845174383304,1.0,0.0,0.9264658461051868
208,1,2.5275288995846434,0.25590197445840945,0.6637473363300086,1.0,0.0,0.5948690546039122
209,1,2.7411684918868255,0.1076527910560473,0.6488911662325025,1.0,0.0,0.7583124329308892
210,1,2.351233805307797,0.2885315603384107,0.6210033192601184,1.0,0.0,0.11765646119241188
211,1,2.50340957866185,0.1799481359444219,1.1837392969824396,1.0,0.0,0.239874122473071
212,1,2.578079936585434,0.05307136988244527,0.006723487454738914,1.0,0.0,0.32164117087939653
213,1,3.1078493502002673,0.24246322118986824,0.7481447354958102,1.0,0.0,0.853348846073513
214,1,2.167214396669996,0.09808601066681649,0.29427478914362987,1.0,0.0,0.3462009209354067
215,1,2.2114858991705812,0.13635785660931546,1.1895091713019639,1.0,0.0,0.42988999756414
216,1,2.3005680913415762,0.0747436500212098,0.5495714623552911,1.0,0.0,0.7813981701278099
217,1,2.2477454165792787,0.16107535322262287,0.9011458477924814,1.0,0.0,0.12475694397911824
218,1,2.1801965779637724,0.10614210324415817,0.5850183937730984,1.0,0.0,0.3680773382373433
219,1,2.2665457827421873,0.233905294488952,0.19134090502161935,1.0,0.0,0.03229374819117706
220,1,2.5582029337835506,0.16120879082938214,0.18345702403747102,1.0,0.0,1.172120610280691
221,1,2.4172662409833894,0.4632354464865192,1.2672129348397378,1.0,0.0,0.5520896410771263
222,1,2.1589912958796162,0.10597843598074326,0.22748525678871348,1.0,0.0,0.24062257479004534
223,1,2.9773055843180245,0.3121298618132217,2.293024804548172,1.0,0.0,1.0942425373488567
224,1,2.6072502875838452,0.3143070914085293,1.3738512690104696,1.0,0.0,0.4597129476123096
225,1,2.8211914088850714,0.2350935332297944,0.12222863778274946,1.0,0.0,0.5360035943784214
226,1,2.8757101470502313,0.048869660934952895,0.0649534804265543,1.0,0.0,0.39786401211165534
227,1,2.6348440210144655,0.08444950755282267,0.8378166592908368,1.0,0.0,1.3675642649028252
228,1,2.8453635986430776,0.35068847033915873,1.2303863320998596,1.0,0.0,0.7210302957389068
229,1,2.6585247694768577,0.34222215804180367,0.2470949478907589,1.0,0.0,0.36254354912926645
230,1,3.1212979400321657,0.05518232041006605,0.21782055423421806,1.0,0.0,1.4769315520155395
231,1,3.012958578191185,0.06800588491046085,2.5267795981108905,1.0,0.0,1.3114278092917548
232,1,2.438668647999168,0.2619138820676372,0.3063266287091317,1.0,0.0,0.11688125666737033
233,1,2.6032856739035437,0.17076036128187363,0.9650176785889722,1.0,0.0,0.43527166555203595
234,1,3.021406046264541,0.22480356631246545,1.1503602767337662,1.0,0.0,1.5211532047926979
235,1,2.956020698354572,0.3880416575358561,1.6920293071750179,1.0,0.0,0.43153087066056345
236,1,2.2352583377679363,0.3506125932040925,1.6942239397045942,1.0,0.0,0.1280844500557787
237,1,3.005356680099096,0.009610903614888554,0.5930667565072444,1.0,0.0,2.018047623025893
238,1,2.5246029324983796,0.09605577796611489,0.8051083140756852,1.0,0.0,0.47829535675305807
239,1,2.6955899098257685,0.07305225262448982,0.05429999578133556,1.0,0.0,1.3398736085308134
240,1,4.052108194636524,0.09308671453316267,0.7112647365021603,1.0,0.0,1.8883847843443904
241,1,2.9353989072349123,0.14986400669060038,0.8506451367000443,1.0,0.0,1.416543417280659
242,1,3.240269263043036,0.15627425925312688,0.6728380760859799,1.0,0.0,1.6025469031610016
243,1,2.1646041446371447,0.0739779554511263,0.6460580094069092,1.0,0.0,0.0021076812938614544
244,1,3.1917162197227493,0.3635679318930736,1.0121474439077516,1.0,0.0,1.0259060778162072
245,1,2.925334464901365,0.42143468573045106,2.8435944579058705,1.0,0.0,0.8399329496996705
246,1,3.0571079544312085,0.44256167186926876,1.9999481398756587,1.0,0.0,0.00506287062079356
247,1,2.255062438196647,0.21347486214184622,1.2466977221147817,1.0,0.0,0.7137684865247489
248,1,2.8670598264086617,0.21634581742758613,1.107461147323964,1.0,0.0,0.9810634595508297
249,1,2.4483285705717552,0.11968541975152533,0.1771419438132138,1.0,0.0,0.3776300129320931
250,1,2.313196739960061,0.19682659144958187,1.0913180995592364,1.0,0.0,0.7317118761390358
251,1,2.6608087740347286,0.41720245788526567,1.6253361582976027,1.0,0.0,0.32397290887447655
252,1,3.0419060940164444,0.14202925090369622,1.4771228241764902,1.0,0.0,1.37733376555809
253,1,3.1725003818057225,0.1993114059252103,1.483847073496246,1.0,0.0,1.3654359118668418
254,1,2.7684382099558484,0.1863276977627425,1.123059473891757,1.0,0.0,1.5691808045037363
255,1,2.542708964207908,0.0807563934411708,0.8341504441939113,1.0,0.0,0.27705105171365235
256,1,2.706014539478181,0.2597952932162344,1.0874766752064833,1.0,0.0,0.9031500806800405
257,1,2.9768403223369826,0.25551051717529705,0.7808814072583096,1.0,0.0,0.542469647098691
258,1,2.290443284978478,0.17546354770678277,0.7563616243521509,1.0,0.0,0.10650699889523865
259,1,2.6827152524184448,0.14280620118336526,0.18965072797561947,1.0,0.0,1.5437556488973039
260,1,3.1916145692777205,0.44265177139238054,2.0777830029009223,1.0,0.0,1.6801714808916155
261,1,3.13064797540402,0.21306519207204425,0.8577376049484869,1.0,0.0,1.1748628861198724
262,1,2.703514900339135,0.28051811465100934,1.706246667423834,1.0,0.0,1.0512978400133854
263,1,2.74456935085735,0.3656870302194592,1.921821665941102,1.0,0.0,0.8746160501257227
264,1,2.287350164105024,0.08492783754310662,0.9231574199490739,1.0,0.0,0.0618620451910649
265,1,2.567806301331865,0.23510100097791364,0.42698297590958323,1.0,0.0,0.4208025123217743
266,1,2.8141736750260096,0.16176263172955405,0.7639886176333336,1.0,0.0,0.3354847428946023
267,1,3.1982461436947007,0.025303068912694973,0.3650222235742654,1.0,0.0,1.2018487847081476
268,1,2.707355241369791,0.028843654447829638,0.705085745972221,1.0,0.0,1.7987736835952328
269,1,2.885297911721236,0.28210166380831875,1.2255115530839742,1.0,0.0,0.6240765013809985
270,1,3.1377598425040745,0.022165708933676802,0.6871989162760447,1.0,0.0,1.922969314863033
271,1,2.8559299979688797,0.3694913291558201,0.24915430448323855,1.0,0.0,0.39902081864813055
272,1,2.864493313593938,0.17497393008716164,0.12281487172795073,1.0,0.0,1.3953019560616609
273,1,2.7785664727682864,0.1316690840608961,0.9285271240241676,1.0,0.0,0.7896523547773219
274,1,2.66531615750173,0.06952131651136155,0.06724848320328064,1.0,0.0,1.1131876320593677
275,1,3.040419296197723,0.574490678245281,2.009551340952967,1.0,0.0,0.23019559561046093
276,1,2.35797532468807,0.18828203297645654,0.16634242418058695,1.0,0.0,0.2546285819498334
277,1,2.2331529654839004,0.12461712638276241,0.46687049208059767,1.0,0.0,0.45053499857916435
278,1,2.641257602713905,0.18833288706735443,1.0785724322647015,1.0,0.0,0.5444376864198625
279,1,2.4763197198998537,0.07193217507521896,0.33732752347339934,1.0,0.0,0.8902879990044396
280,1,3.5795913321343145,0.019811013999791162,1.070461358532129,1.0,0.0,1.3524993933409186
281,1,2.4784241850989943,0.18638393691936,0.2674580495693965,1.0,0.0,0.639173393602898
282,1,2.4768739329788874,0.30974937153162035,0.7798866946447818,1.0,0.0,0.3548454496528139
283,1,2.6192960692045113,0.22239570987700083,1.0312178773073641,1.0,0.0,0.6006017902769097
284,1,2.9912190583527623,0.1800944197362019,0.057371315826527144,1.0,0.0,1.138594675695074
285,1,2.92042629804243,0.4515531521448403,2.2423267334009296,1.0,0.0,0.6255756660552299
286,1,2.9353374292454135,0.2191397768414713,1.213663632143335,1.0,0.0,2.0405879003938687
287,1,2.385833103623785,0.33356185520490755,1.2826895597895198,1.0,0.0,0.3446516922813723
288,1,2.6582074188677174,0.14250687223831615,1.1347818042498095,1.0,0.0,0.8110303760514231
289,1,3.044039296617518,0.41328603209210896,2.1711031498594546,1.0,0.0,0.4664695576051196
290,1,2.4525809227045356,0.18865020675922833,0.9548376663910026,1.0,0.0,0.5753691865928515
291,1,2.6664648864113367,0.429932211853381,0.004130072974000743,1.0,0.0,0.5138647754885974
292,1,3.133245013050896,0.1358931102202519,0.8970038392620904,1.0,0.0,0.8225671831545082
293,1,2.806037196280064,0.06032021896754448,0.04147204678292302,1.0,0.0,0.9169674648997249
294,1,2.7887301533536486,0.2525664426743485,0.5860370417450022,1.0,0.0,0.7558211725176752
295,1,2.8441778717688253,0.42008382456347787,1.4745959915042348,1.0,0.0,0.7100676450304102
